,school_name,school_city,school_score,school_post_code,address
1502,Little Current,Little Current,6.2,P0P1K0,18 Draper St Box 190
1503,Monsignor Michael O'Leary,Bracebridge,6.2,P1L1Z2,2 Tamarack Trail
1504,Normanby,Ayton,6.2,N0G1C0,574 Louisa Street  574 Louisa St
1505,Northwood,Windsor,6.2,N9E1A3,1100 Northwood Dr
1506,Ogden,Toronto,6.2,M5T1A8,33 Phoebe St
1507,Our Lady of Peace,Brampton,6.2,L6X3V2,15 Fincham Ave
1508,Palermo,Oakville,6.2,L6M5H4,2561 Valleyridge Drive
1509,Pierre Elliott Trudeau,Oshawa,6.2,L1K2S7,1111 Beatrice St E
1510,Ponsonby,Guelph,6.2,N1H6J2,5923 WELLINGTON ROAD 7
1511,Queensdale,Hamilton,6.2,L9A1K4,67 Queensdale Avenue East
1512,River View,Niagara Falls,6.2,L2G6M9,3300 Cattell Dr
1513,Saint-Augustin,Garson,6.2,P3L1T6,648 promenade O'Neil ouest
1514,Sainte-Croix,Haileybury,6.2,P0J1K0,304 avenue Rorke CP 2040
1515,Saint-Jean-de-Brébeuf,London,6.2,N6M0B9,270 chemin Chelton
1516,Saint-Noël-Chabanel,Cambridge,6.2,N3H5P2,640 promenade Trico
1517,Saint-Paul,Plantagenet,6.2,K0B1L0,260 rue Main C.P. 249
1518,St Agatha,Toronto,6.2,M1M2T6,49 Cathedral Bluffs Dr
1519,St Aloysius,Kitchener,6.2,N2C1C2,504 Connaught St
1520,St Bonaventure,Brampton,6.2,L7A2Z5,35 McCrimmon Drive
1521,St Christopher,Windsor,6.2,N8W1Y6,1213 E C ROW AVE. E
1522,St Dominic Savio,Toronto,6.2,M1B5X3,50 Tideswell Blvd
1523,St Edmund Campion,Toronto,6.2,M1E4N1,30 Highcastle Rd
1524,St Eugenes,Hamilton,6.2,L8K3P3,120 Parkdale Ave S
1525,St Florence,Toronto,6.2,M1B2L6,101 Murison Blvd
1526,St Francis,Thunder Bay,6.2,P7C5G1,600 W Redwood Ave
1527,St Joseph,Belleville,6.2,K8N1P7,405 Bridge St E
1528,St Joseph,Bowmanville,6.2,L1C1C3,90 Parkway Cres
1529,St Marguerite d'Youville,Ottawa,6.2,K1T3J6,89 Lorry Greenberg Dr
1530,St Martin,Smithville,6.2,L0R2A0,186 Margaret St Box 460
1531,St Mary,Maidstone,6.2,N0R1K0,12096 County Rd 34 Box 10
1532,St Monica,Pickering,6.2,L1V1E3,275 Twyn Rivers Dr
1533,St Monica,Toronto,6.2,M4P1T4,14 Broadway Ave
1534,St Monicas,Barrie,6.2,L4M2E9,90 Steel St
1535,St Nicholas,Toronto,6.2,M1J2P7,33 Amarillo Dr
1536,St Paul,Sault Ste. Marie,6.2,P6B5E6,78 Dablon St
1537,St Peter,Tecumseh,6.2,N8N2X2,2451 St Alphonse St
1538,St Stephen,Brampton,6.2,L6Z4N8,17 Colonel Bertram Rd
1539,St Veronica,Woodbridge,6.2,L4H2S8,171 Maria Antonia Road
1540,St. Andre,Toronto,6.2,M3L1C9,36 Yvonne Ave
1541,Terry Fox,Barrie,6.2,L4M6X9,100 LIVINGSTONE ST
1542,Thamesville Area Central,Thamesville,6.2,N0P2K0,30 Mary St Box 550
1543,Valley View,Val Caron,6.2,P3N1S1,1840 Valleyview Rd
1544,Victoria Cross,Mount Forest,6.2,N0G2L1,355 Durham St W
1545,Warminster,Warminster,6.2,L0K2G0,4031 Line 13 N
1546,Waverley Drive,Guelph,6.2,N1E1H2,140 Waverley Dr
1547,Wyevale Central,Wyevale,6.2,L0L2T0,20 Concession 5 Rd E
1548,Allandale Heights,Barrie,6.1,L4N3P4,124 Bayview Dr
1549,Bakersfield,Thornhill,6.1,L4J8T6,121 Mistysugar Trail
1550,Bayridge,Kingston,6.1,K7M5K8,1066 Hudson Dr
1551,Briargreen,Nepean,6.1,K2G0R9,19 Parkfield Cres
1552,Camborne,Cobourg,6.1,K9A4J7,3546 Kennedy Rd
1553,Central,Burlington,6.1,L7R2H2,638 Brant St
1554,Coldwater,Coldwater,6.1,L0K1E0,3 John St Box 369
1555,Dawn-Euphemia,Dresden,6.1,N0P1M0,4587 Bentpath Line
1556,Emily Carr,London,6.1,N6G2H5,44 Hawthorne Rd
1557,Farley Mowat,Ottawa,6.1,K2G6T3,75 Waterbridge Dr
1558,Father Francis McSpiritt,Brampton,6.1,L6P2B1,55 Lexington Road
1559,Floradale,Elmira,6.1,N3B2Z1,35 Florapine Rd
1560,Floradale,Mississauga,6.1,L5B2A4,210 Paisley Blvd W
1561,George Peck,Toronto,6.1,M1R1Y1,1 Wayne Ave
1562,Harmony,Corbyville,6.1,K0K1V0,626 Harmony Rd
1563,Harmony Heights,Oshawa,6.1,L1K1M2,590 Galahad Dr
1564,Heather Heights,Toronto,6.1,M1G3B5,80 Slan Ave
1565,Hillcrest,Petrolia,6.1,N0N1R0,433 First Ave Box 119
1566,Holy Family,Bolton,6.1,L7E1P7,61 Allan Dr
1567,Howick Central,Gorrie,6.1,N0G1X0,"45010 Harriston Road, Hwy 87"
1568,Jean Steckle,Kitchener,6.1,N2R1X9,130 Woodbine Avenue
1569,John Black,Fergus,6.1,N1M2A1,150 Lamond St
1570,John Young,Kanata,6.1,K2L1W7,5 Morton Dr
1571,Kars on the Rideau,Kars,6.1,K0A2E0,6680 Dorack Dr Box 100
1572,Lakewoods,Oshawa,6.1,L1J1G5,323 Chaleur Ave
1573,Lester B Pearson,Brampton,6.1,L6S2G1,140 Howden Blvd
1574,Mary Shadd,Toronto,6.1,M1B4R6,135 Hupfield Trail
1575,Mount Pleasant,Mount Pleasant,6.1,N0E1K0,667 Mount Pleasant Rd
1576,Mountain View,Stoney Creek,6.1,L8E2K7,299 Barton Street East
1577,Notre-Dame-des-Champs,Ottawa,6.1,K4B1H9,6280 Ch Renaud
1578,Pauline,Toronto,6.1,M6H3M8,100 Pauline Ave
1579,Pinewood,Sault Ste. Marie,6.1,P6A5K9,3924 Queen St E
1580,Pope John Paul II,Hamilton,6.1,L8W3A5,600 Acadia Dr
1581,Queen of Heaven,Mississauga,6.1,L5E2A5,1198 Alexandra Ave.
1582,R L Graham,Keswick,6.1,L4P3M8,70 Biscayne Blvd
1583,Red Lake Madsen,Red Lake,6.1,P0V2M0,201 Howey St 5001
1584,Rose Avenue,Toronto,6.1,M4X1N4,675 Ontario St
1585,Sacred Heart,Wingham,6.1,N0G2W0,225 Cornyn St Box 968
1586,Sainte-Ursule,McGregor,6.1,N0R1J0,573 rue Grondin
1587,Saint-Jean-Baptiste,Amherstburg,6.1,N9V0C3,365 rue Fryer
1588,Second Street,Toronto,6.1,M8V2X4,71 Second St
1589,Seneca Central,York,6.1,N0A1R0,2767 Regional Road #9  Seneca Central Public School
1590,Silver Creek,Georgetown,6.1,L7G5V6,170 Eaton St
1591,Sir Arthur Currie,London,6.1,N6G0L5,2434 Buroak Drive
1592,South Crosby,Elgin,6.1,K0G1E0,1 Halladay Street Box 160
1593,Sprucecourt,Toronto,6.1,M5A2J1,70 Spruce St
1594,St Alphonsus,Peterborough,6.1,K9J4H7,875 St Mary's St
1595,St Anthony of Padua,Milton,6.1,L9T6T7,1240 Tupper Drive
1596,St Benedict,Orangeville,6.1,L9W4X1,345 Blind Line
1597,St Bernadette's,Sutton West,6.1,L0E1R0,5279 Black River Rd Box 719
1598,St Columban,Dublin,6.1,N0K1E0,44106 Line 34
1599,St Faustina,Mississauga,6.1,L5M6R7,3420 McDowell Dr
1600,St Jean de Brebeuf,Bradford,6.1,L3Z2K3,151 Miller Park Ave
1601,St John,Arthur,6.1,N0G1A0,315 Tucker St Box 490
1602,St John Vianney,Toronto,6.1,M9V1J5,105 Thistledown Blvd
1603,St Marguerite d'Youville,Whitby,6.1,L1N6B1,250 Michael Blvd
1604,St Maria Goretti,Toronto,6.1,M1K3N8,21 Kenmark Blvd
1605,St Patrick,Nepean,6.1,K2J1A9,68 Larkin Dr
1606,St Victor,Toronto,6.1,M1P4M2,20 Bernadine St
1607,Stockdale,Frankford,6.1,K0K2C0,994 Will Johnson Rd  994 Will Johnson Rd
1608,Susanna Moodie,Belleville,6.1,K8N4Z2,376 Avon Lough Rd  RR 2
1609,Timberbank,Toronto,6.1,M1W2A3,170 Timberbank Blvd
1610,Transfiguration of our Lord,Toronto,6.1,M9R2J2,55 Ludstone Dr
1611,Truedell,Kingston,6.1,K7M6W6,641 Truedell Rd
1612,Vincent Massey,Oshawa,6.1,L1G6L4,211 Harmony Rd N
1613,Viscount Alexander,Cornwall,6.1,K6J1V6,1401 Dover Road
1614,Wexford,Toronto,6.1,M1R2H1,1050 Pharmacy Ave
1615,Ada B Massecar,Waterford,6,N0E1Y0,100 East Church St 610
1616,Anderdon,Amherstburg,6,N9V2Y9,3170 Middle Side Rd
1617,Annunciation of Our Lord,Hamilton,6,L9C2V2,250 Limeridge Road West
1618,Bayshore,Nepean,6,K2B7T2,145 Woodridge Cres
1619,Blessed Kateri Tekakwitha,Orléans,6,K1C4W2,6400 Beausejour Dr
1620,Blessed Sacrament,Kitchener,6,N2B2S3,367 The Country Way
1621,Bloomsburg,Waterford,6,N0E1Y0,25 Concession 12 Rd
1622,C D Howe,Thunder Bay,6,P7A6G3,30 Wishart Cres
1623,Canadian Martyrs,St Catharines,6,L2M3X2,502 Scott St
1624,Cardinal-Léger,Kitchener,6,N2E2S3,345  The Country Way
1625,Casselman - St-Paul/Ste-Euphémie,Casselman,6,K0A1M0,215 rue Laurier 510
1626,Castle Oaks,Brampton,6,L6P3V4,155 Castle Oaks Cross
1627,Cedar Hollow,London,6,N5X0C5,1801 Cedarhollow Boulevard
1628,Dr Robert Thornton,Whitby,6,L1N3L4,101 Hazelwood Drive
1629,Eastdale,Stoney Creek,6,L8E1Z4,275 Lincoln Road
1630,Ellesmere-Statton,Toronto,6,M1P2W1,739 Ellesmere Rd
1631,Fairview,Brantford,6,N3R2Y1,34 Norman St
1632,Glenwood,Windsor,6,N9E1H6,1601 Norfolk St
1633,Gorham and Ware,Thunder Bay,6,P7G0K5,2032 Kam-Current Rd
1634,Grandview,Sault Ste. Marie,6,P6A5R4,161 Denwood Dr
1635,Greenbrier,Brantford,6,N3R5N8,33 White Oaks Ave
1636,Gulfstream,Toronto,6,M9M1S3,20 Gulfstream Rd
1637,Hawthorne Village,Milton,6,L9T6X9,850 Bennett Blvd.
1638,Hillsdale,Hillsdale,6,L0L1V0,16 Albert St E
1639,Holy Family,Bowmanville,6,L1C0C6,125 Aspen Springs Dr
1640,Holy Spirit,Cambridge,6,N1P1C7,15 Gate House Dr
1641,Holy Spirit,Toronto,6,M1T3K7,3530 Sheppard Ave E
1642,Horizon-Jeunesse,Vanier,6,K1L1B1,349 rue Olmstead
1643,Immaculate Conception,Val Caron,6,P3N1C5,1748 Pierre Street
1644,James Strath,Peterborough,6,K9J6X4,1175 Brealey Dr
1645,Janet Lee,Stoney Creek,6,L8J2N5,291 Winterberry Drive
1646,John Campbell,Windsor,6,N8W1B7,1255 Tecumseh Rd. E.
1647,La Pommeraie,London,6,0C3,3500 Settlement Trail
1648,Listowel Eastdale,Listowel,6,N4W2M3,365 Nichol Ave S
1649,Manor Park,Ottawa,6,K1K3C9,100 Braemar St
1650,McBride Avenue,Mississauga,6,L5C1L6,974 McBride Ave
1651,Memorial,Stoney Creek,6,L8G3B2,211 Memorial Avenue
1652,Metropolitan Andrei,Mississauga,6,L5A3G6,515 Mississauga Valley Boulevard  c/o Streetsville Campus
1653,Monsignor Clair,Barrie,6,L4M7B5,345 Livingstone St E
1654,Montfort,Ottawa,6,K1K0W9,350 rue Den Haag
1655,Mount Pleasant Village,Brampton,6,L7A0P7,100 Commuter Drive
1656,O M MacKillop,Richmond Hill,6,L4C4P7,206 Lucas St
1657,Patricia-Picknell,Oakville,6,L6L1X6,1257 Cres Sedgewick
1658,Pauline Johnson,Burlington,6,L7L1X7,4350 Longmoor Dr
1659,Precious Blood,Exeter,6,N0M1S2,133 Sanders St W
1660,Riverside,London,6,N6H3N1,550 Pinetree Dr
1661,Sacred Heart,LaSalle,6,N9J2Z9,200 Kenwood Blvd
1662,Sainte-Bernadette,Gloucester,6,K1T1K5,3781 rue Sixth
1663,Sainte-Marie,Azilda,6,P0M1B0,25 rue Marier
1664,Sainte-Marie,Gloucester,6,K1B3J8,2599 chemin Innes
1665,Saint-Michel,Toronto,6,1R7,29 MEADOWVALE Rd
1666,San Marco,Woodbridge,6,L4L6H3,250 Coronation Dr
1667,Scarborough Sud,Toronto,6,M1E2J3,255 promenade Coronation
1668,Shakespeare,Stratford,6,N5A2B8,35 Mowat St
1669,St Andrew,Orangeville,6,L9W4C8,50 Meadow Dr
1670,St Bernadette,Ajax,6,L1S1P2,41 Bayly St E
1671,St Brigid,Georgetown,6,L7G5T2,73 Miller Drive
1672,St David,Dorchester,6,N0L1G0,3966 Catherine St
1673,St Denis,St Catharines,6,L2R1S1,175 Carlton St
1674,St Elizabeth,Wallaceburg,6,N8A3K4,1350 Bertha St
1675,St Emily,Nepean,6,K2J0J2,500 Chapman Mills Dr
1676,St Francis Xavier,Brockville,6,K6V3X6,74 Church St
1677,St Louis,Leamington,6,N8H1M2,176 Talbot St E
1678,St. Alphonsa,Brampton,6,L6Y0M4,60 Olivia Marie Rd
1679,St. Mary's,Hagersville,6,N0A1H0,92 Main Street South
1680,Sweet's Corners,Lyndhurst,6,K0E1N0,276 Lyndhurst Road
1681,Tom Longboat,Toronto,6,M1B1X6,37 Crow Trail
1682,W J Baird,Blenheim,6,N0P1A0,182 King St Box 70
1683,Walter Gretzky,Brantford,6,N3T0G5,365 Blackburn Drive
1684,Woodland Park,Cambridge,6,N3C4K2,555 Ellis Rd W
1685,Anne Hathaway,Stratford,5.9,N5A4A2,77 Bruce St
1686,Applecroft,Ajax,5.9,L1T3H5,55 Coles Ave
1687,Armitage Village,Newmarket,5.9,L3X1R1,125 Savage Rd
1688,Avalon,Orléans,5.9,K4A0K5,2080 Portobello Blvd
1689,Avondale,Toronto,5.9,M2N2V4,171 Avondale Ave
1690,Baden,Baden,5.9,N3A4M6,155 Livingston Blvd
1691,Blenheim,Drumbo,5.9,N0J1G0,32 Wilmot Street S P.O. Box 36
1692,Blessed Sacrament,Hamilton,5.9,L8V4B5,315 East 37th St
1693,Champlain Discovery,Pembroke,5.9,K8A2K5,390 Bell St
1694,Clemens Mill,Cambridge,5.9,N1T1R6,335 Saginaw Pkwy
1695,Countryside Village,Brampton,5.9,L6R3V8,40 Dolbyhill Drive
1696,des Pins,Gloucester,5.9,K1B4K6,1487 prom. Ridgebrook
1697,Don-Bosco,Timmins,5.9,P4P1C7,400 boulevard Lonergan
1698,Downie Central,St Pauls,5.9,N0K1V0,4384 Perth Line 20
1699,Dr C F Cannon,Oshawa,5.9,L1J3S2,1196 Cedar St
1700,Dr Roberta Bondar,Ajax,5.9,L1T3L3,25 Sullivan Dr
1701,Elginburg,Elginburg,5.9,K0H1M0,2100 Unity Rd
1702,English Central,New Liskeard,5.9,P0J1P0,245 Shepherdson Rd Box 1090
1703,Featherston Drive,Ottawa,5.9,K1H6P4,1801 Featherston Dr
1704,Frère-André,Barrie,5.9,L4M6L1,273 chemin Cundles est
1705,Glen Park,Toronto,5.9,M6B4L5,101 Englemount Ave
1706,Hillcrest,Campbellford,5.9,K0L1L0,55 Elmore St Box 759
1707,Holy Child,Toronto,5.9,M9W7A6,850 Humberwood Blvd
1708,Immaculate Conception,Peterborough,5.9,K9H1E8,76 Robinson St
1709,Immaculate Conception,Woodbridge,5.9,L4L5J4,500 Aberdeen Ave
1710,James MacDonald,Hamilton,5.9,L9C2X1,200 Chester Avenue
1711,Jean Little,Guelph,5.9,N1G4L2,56 Youngman Dr
1712,John Brant,Ridgeway,5.9,L0S1N0,143 Ridge Road North
1713,Kente,Ameliasburgh,5.9,K0K1A0,264 County Rd 19 Box 68
1714,Kew Beach,Toronto,5.9,M4L3R3,101 Kippendavie Ave
1715,Killarney Beach,Lefroy,5.9,L0L1K0,850 20th Sideroad
1716,L A Desmarais,Windsor,5.9,N8R1E9,10715 Eastcourt Dr
1717,La Source,Barrie,5.9,L4N9T2,70 promenade Madelaine
1718,Lady Mackenzie,Kirkfield,5.9,K0M2B0,1746 Kirkfield Rd
1719,Le Flambeau,Mississauga,5.9,L5W1G4,600 Novo Star promenade
1720,Lincoln Alexander,Hamilton,5.9,L8W2B5,50 Ravenbury Drive
1721,Mary Street Community,Oshawa,5.9,L1G7S2,110 Mary St N
1722,McCaskill's Mills,Cannington,5.9,L0E1E0,85 Albert St
1723,Miller's Grove,Mississauga,5.9,L5N3K2,6325 Miller Grove Rd
1724,Mono-Amaranth,Orangeville,5.9,L9W6K4,246303 Hockley Rd
1725,Morrisburg,Morrisburg,5.9,K0C1X0,16 Second Street 817
1726,Mother Theresa,Cambridge,5.9,N1T1W9,520 Saginaw Pkwy
1727,Nouvel Horizon,Welland,5.9,L3C3H1,621 chemin Quaker
1728,Our Lady of Lourdes,Toronto,5.9,M4X1K2,444 Sherbourne St
1729,Our Lady of Mercy,Bancroft,5.9,K0L1C0,192 Bridge St W Box 778
1730,Our Lady of Perpetual Help,Windsor,5.9,N8X5E3,775 Capitol St.
1731,Parkview,Windsor,5.9,N8R1N3,3070 Stillmeadow Rd
1732,Parkway,Cambridge,5.9,N3H5C7,436 Preston Pkwy
1733,Ripley-Huron,Ripley,5.9,N0G2R0,2 Queen Street Box 40
1734,Rockwood Centennial,Rockwood,5.9,N0B2K0,137 Pasmore St
1735,Rosedale,Sarnia,5.9,N7V4C5,1018 Indian Rd N
1736,Roseville,Windsor,5.9,N8T3B9,6265 Roseville Garden Dr
1737,Rouge Valley,Toronto,5.9,M1B4X3,30 Durnford Rd
1738,Saint-Michel,Leamington,5.9,N8H5H6,33 rue Sherman
1739,Sarnia Christian,Sarnia,5.9,N7S1W9,1273 Exmouth Street
1740,Schomberg,Schomberg,5.9,L0G1T0,21 Main St Box 123
1741,Sir John A. Macdonald,Kingston,5.9,K7K7C2,529 St. Martha Street
1742,St Elizabeth,Bowmanville,5.9,L1C5B8,610 Longworth Ave
1743,St Gregory,Picton,5.9,K0K2T0,7 Owen St Box 2449
1744,St James,Lively,5.9,P3Y1M5,280 Anderson Drive Box 580
1745,St Joachim,Brampton,5.9,L6V3V9,435 Rutherford Rd N
1746,St Margaret,Toronto,5.9,M5M2X1,85 Carmichael Ave
1747,St Mark,Prescott,5.9,K0E1T0,420 McAuley Rd
1748,St Maurice,Toronto,5.9,M9R1T7,45 Kingsview Blvd
1749,St Michaels,Hamilton,5.9,L9A2N9,135 Hester St
1750,St Patrick,Lucan,5.9,N0M2J0,33654 Roman Line
1751,St Patrick,Rockland,5.9,K4K1R2,1001 Heritage Dr
1752,St Pius X,Thunder Bay,5.9,P7B4W8,140 South Clarkson St
1753,St Rose of Lima,Toronto,5.9,M1H1A4,3220 Lawrence Ave E
1754,St Simon,Toronto,5.9,M9M1E2,20 Wallasey Ave
1755,St Teresa of Avila,Mississauga,5.9,L5N4E8,6675 Montevideo Rd
1756,St Theresa Shrine,Toronto,5.9,M1M1M2,2665 Kingston Rd
1757,St Therese,Port Colborne,5.9,L3K1P5,530 Killaly St E
1758,St Thomas More,Toronto,5.9,M1G3M7,2300 Ellesmere Rd
1759,St Valentine,Mississauga,5.9,L5V2V7,5610 Heatherleigh Ave.
1760,St. Michael's,Dunnville,5.9,N1A1R3,209 Alder Street West
1761,Stittsville,Stittsville,5.9,K2S1Y9,40 Granite Ridge Dr
1762,Stuart Scott,Newmarket,5.9,L3Y4K5,247 Lorne Ave
1763,Tait Street,Cambridge,5.9,N1S3G3,184 Tait St
1764,Tecumseh,Burlington,5.9,L7N2M3,3141 Woodward Ave
1765,Terry Fox,Cobourg,5.9,K9A5N4,1065 Riddell Ave
1766,W R Best Memorial,Shanty Bay,5.9,L0L2L0,2221 OLD BARRIE RD
1767,Winston Churchill,Waterloo,5.9,N2L3Z3,100 Milford Ave
1768,Alloa,Caledon,5.8,L7C0Y7,1248 Mayfield Road
1769,Ballantrae,Stouffville,5.8,L4A7X4,5632 Aurora Rd
1770,Belfountain,Belfountain,5.8,L7K0E8,17247 Shaw's Creek Rd
1771,Bells Corners,Nepean,5.8,K2H5C3,3770 Richmond Rd
1772,Blessed Pope John Paull II,Brooklin,5.8,L1M2L9,160 Cachet Blvd
1773,Burkevale,Penetanguishene,5.8,L9M1C4,39 Burke St
1774,Canadian Martyrs,Kitchener,5.8,N2B2X5,50 Confederation Dr
1775,Charles Bowman,Bowmanville,5.8,L1C0L3,195 Bons Ave
1776,Confederation Central,Sarnia,5.8,N7T7H3,2500 Confederation Line
1777,Courtice North,Courtice,5.8,L1E2Y4,1675 Nash Rd
1778,Crestview,Murillo,5.8,P0T2G0,4452 Oliver Road
1779,Eagle Plains,Brampton,5.8,L6R2X8,40 Eagle Plains Drive
1780,Echo Place,Brantford,5.8,N3S3R5,723 Colborne St
1781,Eganville,Eganville,5.8,K0J1T0,259 Jane St Box 787
1782,Father C W Sullivan,Brampton,5.8,L6V2C1,62 Seaborn Rd
1783,Glen Cedar,Newmarket,5.8,L3Y5W1,915 Wayne Dr
1784,Gordon Price,Hamilton,5.8,L9C7K2,11 Guildwood Drive
1785,Groh,Kitchener,5.8,N2P0B8,225 Thomas Slee Drive
1786,Harrowsmith,Harrowsmith,5.8,K0H1V0,4121 Colebrooke Rd 10
1787,Harry J Clarke,Belleville,5.8,K8N4J6,77 Rollins Dr
1788,Holy Family,Alliston,5.8,L9R1B9,180 King St S
1789,Holy Rosary,Guelph,5.8,N1E5B7,365 Stevenson St N
1790,Jack Miner,Kingsville,5.8,N9Y2E5,79 Road 3 E
1791,Jean Vanier,London,5.8,N6K1H5,1019 Viscount Rd
1792,John Paul II,Gloucester,5.8,K1B3R9,1500 Beaverpond Dr
1793,Johnson-Tarbutt Central,Desbarats,5.8,P0R1E0,5 Margaret St 220
1794,Keele Street,Toronto,5.8,M6P2L5,99 Mountview Ave
1795,Lakeshore,Burlington,5.8,L7R1B1,2243 Lakeshore Rd
1796,Lakeside,Keswick,5.8,L4P1J1,213 Shorecrest Rd
1797,Lincoln Avenue,Ajax,5.8,L1S6C9,70 Lincoln St
1798,Loughborough,Sydenham,5.8,K0H2T0,4330 Wheatley St 254
1799,Maitland River,Wingham,5.8,N0G2W0,250 John St E 640
1800,Marie of the Incarnation,Bradford,5.8,L3Z1C4,105 Colborne St
1801,Mariposa,Oakwood,5.8,K0M2M0,755 Eldon Rd
1802,Michel-Dupuis,Ottawa,5.8,0H3,715 Brian Good avenue
1803,Notre Dame,Brantford,5.8,N3P1N9,238 Brantwood Park Rd
1804,Notre-Dame,Cornwall,5.8,K6J3K5,420 rue 15e Ouest
1805,Our Lady of Lourdes,Delaware,5.8,N0L1E0,103 Wellington St
1806,Pavillon des Jeunes,Belle Rivière,5.8,N0R1A0,326 Line Rourke
1807,Pine View,Pembroke,5.8,K8A7G7,2321 Petawawa Blvd
1808,Plainville,Gores Landing,5.8,K0K2E0,4877 Burnham St N
1809,Pleasant Park,Ottawa,5.8,K1H5N1,564 Pleasant Park Rd
1810,Prince Albert,Prince Albert,5.8,L9L1C3,13700 Old Simcoe Rd Box 3331
1811,Rosedale Heights,Thornhill,5.8,L4J6Y8,300 Rosedale Heights
1812,Ryerson,Cambridge,5.8,N3H2S3,749 Grand Valley Dr
1813,Saint Gabriel the Archangel,Barrie,5.8,L4M7G4,130 Prince William Way
1814,Sainte-Marguerite-Bourgeoys,Kemptville,5.8,K0G1J0,50 Campus Drive
1815,Saint-Philippe,Burlington,5.8,L7T3Y3,901 chemin Francis
1816,Shelter Bay,Mississauga,5.8,L5N2C5,6735 Shelter Bay Rd
1817,Sir Edgar Bauer,Waterloo,5.8,N2L4K2,660 Glen Forest Blvd
1818,Sir John A Macdonald,Pickering,5.8,L1W1W7,777 Balaton Ave
1819,St Bernard,Thunder Bay,5.8,P7A3S5,655 River St
1820,St Charles Garnier,Mississauga,5.8,L4Z1M7,4233 Central Pkwy E
1821,St Daniel,Kitchener,5.8,N2A2A9,39 Midland Dr
1822,St Elizabeth,Toronto,5.8,M9B1J8,5 Redcar Ave
1823,St Francis,Cambridge,5.8,N1R4J2,60 McDonald Ave
1824,St Francis,Sudbury,5.8,P3E4E2,691 Lilac Street
1825,St Joseph,Clinton,5.8,N0M1L0,297 Smith St N Box 850
1826,St Jude,Ajax,5.8,L1T3H5,68 Coles Ave
1827,St Luke,Hamilton,5.8,L8K6N3,345 Albright Rd
1828,St Luke,Toronto,5.8,M6J3A6,319 Ossington Ave
1829,St Marguerite Bourgeoys,Brampton,5.8,L6S4J8,550 North Park Dr
1830,St Michael,Guelph,5.8,N1G4W7,9 McElderry Rd
1831,St Peter,Woodbridge,5.8,L4L1G2,120 Andrew Park Cres
1832,St Philip,Mississauga,5.8,L5B3W5,345 Fairview Rd W
1833,St Philomena,Fort Erie,5.8,L2A3C2,1332 Phillips St
1834,St Thomas Aquinas,Thunder Bay,5.8,P7E5X5,2645 Donald St
1835,Stephen G Saywell,Oshawa,5.8,L1J7V1,855 Roundelay Dr
1836,The Stewart,Perth,5.8,K7H0A1,7 Sunset Blvd.
1837,Thousand Islands,Lansdowne,5.8,K0E1L0,101 King Street West 90
1838,Uptergrove,Orillia,5.8,L3V6H7,4833 Muley Point Rd  R R 7
1839,Valour,Petawawa,5.8,K8H0B8,19 Leeder Lane
1840,Vance Chapman,Thunder Bay,5.8,P7A6L4,1000 Huron Ave
1841,W.T. Townshend,Kitchener,5.8,N2E4A3,245 Activa Ave
1842,Winona,Winona,5.8,L8E5L3,255 Winona Road
1843,Adjala Central,Loretto,5.7,L0G1L0,9091 County Rd 1 Box 192
1844,Annunciation,Toronto,5.7,M3A2M8,65 Avonwick Gate
1845,Avon,Stratford,5.7,N5A6N7,31 Huntingdon Ave
1846,Beachburg,Beachburg,5.7,K0J1C0,20 Cameron St
1847,Bishop Scalabrini,Mississauga,5.7,L5B3J5,225 Central Pkwy W
1848,Blessed Kateri Tekakwitha,Toronto,5.7,M2J4C5,70 Margaret Ave
1849,Blessed Teresa of Calcutta,Mississauga,5.7,L4Y2T2,1120 Runningbrook Dr
1850,Clinton,Clinton,5.7,N0M1L0,27 Percival St Box 940
1851,Cookstown Central,Cookstown,5.7,L0L1L0,5088 Cty Rd 27
1852,Coronation,Cambridge,5.7,N3H4L1,757 Concession Rd
1853,Courtland,Courtland,5.7,N0J1E0,1012 Queen St Box 245
1854,Cundles Heights,Barrie,5.7,L4M2Z7,60 Cundles Rd E
1855,Denne,Newmarket,5.7,L3Y6L1,330 Burford St
1856,Dolson,Brampton,5.7,L7A0X5,30 Tribune Drive
1857,Dr G J MacGillivray,Courtice,5.7,L1E3G7,75 Meadowglade Rd
1858,ÉÉC Sainte-Marguerite-Bourgeoys,Brantford,5.7,N3T1B8,60 avenue Clench
1859,Egremont,Holstein,5.7,N0G2A0,RR 2
1860,Georges Vanier,Brampton,5.7,L6T3H9,28 Finchgate Blvd
1861,Glencairn,Kitchener,5.7,N2E2R1,664 Erinbrook Dr
1862,Goodfellow,Innisfil,5.7,L9S1A6,827 9th Line
1863,H W Burgess,Wallaceburg,5.7,N8A2B3,140 Lawrence Ave
1864,Holland-Chatsworth Central,Holland Centre,5.7,N0H1R0,777346 Hwy #10
1865,Huron Centennial,Brucefield,5.7,N0M1J0,39978 CENTENNIAL RD
1866,J Douglas Hogarth,Fergus,5.7,N1M1Z5,360 Belsyde St E
1867,James R Henderson,Kingston,5.7,K7M4A8,361 Roosevelt Dr
1868,Kawartha Heights,Peterborough,5.7,K9J1N4,11 Kawartha Heights Blvd
1869,King City,King City,5.7,L7B1K9,25 King Blvd General Delivery
1870,Lanor,Toronto,5.7,M8W2S1,450 Lanor Ave
